,comment,Label
219,I booked 4 trips for the same traveling journey in the same month All 4 trips we largely delayed or canceled. They afford you no resolution whatsoever I had purchase 3 new different tickets out of my pocket because of their incompetence I don’t know how they’re still operating,negative
220,"Terrible customer service. Terms of flight clearly say if passenger cannot travel due to Covid they are entitled to a full refund. First their system charges $25 per seat to select and then changes it without any prior warning before your flight. Second when you try to get in touch with their sales office nobody answers. Their call centre In Istanbul keeps you on hold and transfers you from department after department following which they tell you to contact the local office. Local office says refund requests are only possible from the call centre. They don’t know what they are doing. After clearly explaining passenger was hospitalised with Covid they refused to give a refund. It’s been 4 weeks and they have harassed, frustrated and caused anxiety to an elderly couple who is hospitalised in a foreign country and no compassion or help. Horrifying, dreadful, joke of an airline. Has traumatised us to never fly Turkish airlines or even want to ever consider Turkey for travel.",negative
221, Excellent service on board and amazing catering. They are working hard to improve their service. The culture of serving tea is amazing.,positive
222,"This experience has been truly terrible. First Turkish Airlines changed the date of my return flight twice, necessitating me changing plans twice. Then, my outbound flight was cancelled with 16 hours notice. I am currently trying to get a refund for this after having bought an expensive one way last-minute alternative. I cannot get through to customer services and have received an email that the deadline is in 2 days. Abysmal service, avoid this airline.",negative
223,I received an email that all the flights from Berlin to Istanbul on 18th and 19th of March are canceled due to bad weather I had to reschedule my flight and this created a lot of problems for me all my plans had to be changed and now I check the website and I see that all other flights are happening. Just my flight is canceled the same direction and the same day why does Turkish airline lie about the bad weather if it is other reasons and now that I have to cancel again my flight back to Berlin because of the problems Turkish airline has made for me. I have to pay money and they contacted me at 3AM to ask me confirm the money transfer.,negative
224, I wanted an refund on my flight from Dalaman to Istanbul. The ticket sales office in Dalaman gave me an receipt to get a refund and say that they cannot refund money from there counter and I have to go to Istanbul airport. Here I am in Istanbul airport trying to get a refund. The ticket sales office here said they cannot refund because in their system the credit card I payed with is different to the one I have. Which is a lie. I brought up my bank statement showing that I payed for the ticket which is the card I am holding right now. The staff didn’t answer or solve my problem and left. Leaving me standing there for a long time. The next staff came to the counter and threw all my papers and ID documents in the bin! I asked her to stop and give my documents and Receipt back she said she could not understand English. And continued to throw all my papers in the bin and ignored me. I ask for the supervisor and he said that they did not throw it in the bin. I asked for them to bring up the security camera for proof and evidence. He first refused to go check the bin.  He then went to the bin and indeed found my documents scrambled in the bin. The staff who threw a way my documents refuse to show me her name card or name. ,negative
226,"Horrible experience! The airport staff are very rude and irresponsible. My GF who where traveling from LA to Tehran had 1:30 hour of transit only and they closed the gate right in front of her face! They charged her $170 to put her in the next flight which was in 2 hrs. Then they refused to board her claiming that her COVID test has expired! So she had to go into the city (Istanbul) to do the test again, but because her passport would expire in the next 3 months, they forced her to buy another visa with her other Passport (American one) to be able to go out of the airport. After doing the test, they said she's gonna miss her new flight, so she got refunded in order to buy another ticket for $500 which would take off in 2 days.  Finally, she bought another flight to go to her next destination after spending about 10 hrs in Istanbul airport checking most of the airlines. That's a big shame to you Turkish Airlines as you gonna lose all your reputation and credits if you continue the same way. We will never fly again with this airline.",negative
227,"I traveled from Toronto to Lahore by Turkish Airlines in Business Class. On my return journey on 20th February 2022, the plane was parked on the runway at a distance from the airport. We were taken to the plane by bus. I have acute arthritis that prevents me from carrying anything heavy. When I disembarked from the bus I could not carry my hand luggage up the stairs of the aeroplane. There were 3 staff members of Turkish Airlines at the footsteps of the plane. I requested them to help me in carrying up my hand luggage. They refused point blank and told me to carry it myself. I told them of my medical conditions and my inability to carry heavy luggage. But they were not moved and told me that it was none of their business. I was left stranded at the footsteps and could not go up into the plane. I was wondering what to do when a kind fellow passenger saw my condition and helped me in carry up my luggage into the cabin. Had I known such a negative and unhelpful attitude of the staff of Turkish Airlines, I would have opted to travel by some other airline. Turkish Airlines is manned by horrible staff, especially at Istanbul airport.",negative
228,"I made a booking from Bahrain to Istanbul on 9th April and return on 21st April 2022, on 3rd March and then 10th March I receive a mail saying the flights have be changed to 9th to 10th of April 2022. I had already made my hotels booking and paid for it which is non refundable and also for my rides in Istanbul. I spoke to the call centre they said there are no possible flights available on 9th so I had no choice. So I chose to travel on 10th April later I got a mail saying that my flight from Istanbul to Bahrain has been rescheduled for 2 hours in prior so I called and asked the call centre agent to change the tickets to 22nd April as I wanted to spend 12 days in Turkey, he said there is no available flight on 22nd and he gave me an option that In case of rescheduling of flight I can choose any flight 7 days prior or 7 days later from the date of actually booking. So I chose on 23rd of April 2022 I said OK so he told me. He send me Confirmation of the ticket. But when I received the tickets it was given for 23rd March a month prior than the actual date of traveling I already lost lot of money for my hotels and rides because of you guys rescheduling the flight now I am waiting for the tickets to be given on 23rd of April from March. It's been one of worst experience for me. And some of your agents are really rude over phone while talking.",negative
229," Terrible airline, never ever use them. My family is still suffering from post traumatic stress. They denied boarding without any explanation to multiple elderly people as they couldn’t speak English and forced them to buy either a new ticket or ticket back home. My mother still managed to arrive to Australia after a week leaving in the airport with the same documents, but the airline denied their wrongdoing despite failing to meet their own regulations and passenger rights. We were not refunded for any expenses. It is absolutely disgusting how they treated people, just simply inhuman. What I have witnessed I would not wish anyone to experience. ",negative
230,"I took the first half of a roundrip flight to Sofia from Chicago and then got a credit for the return flight. It took several phone calls to get the credit because they at first said it wouldn't be possible to change the flight, then they said it wasn't possible to get a credit etc. When I called to rebook (booking with a credit on their website is impossible, also I can't even select my City from a dropdown list of hundreds of cities in my state. The website and the android app are unusable for anything.) They made a new reservation and asked me to call back 12 hours later to pay for the ticket. I called and the new reservation I just made was canceled. I took another 30 minutes on the phone booking yet another reservation, they said a Turkish Airlines rep would call me back to take payment. They never called. I called back and tried to pay for the reservation and again they said it was cancelled. This company is evil. They are not just incompetent, they are trying to stall and lie to extract more money from you while wasting hours of your time on the phone.",negative
231," Avoid. Dirty planes, rude stewardess and zero customer service skills. Turkish Airlines has really gone downhill. They barely serve one small meal on their Atlantic flights and the Wi-Fi service is terrible with constant disconnections. The flight attendants look miserable and act like they do not enjoy their jobs. Furthermore, Turkish Airlines has not been staffing their check-in desks either forcing you to deal with outsourced check-in staff…",negative
232,"We bought 3 round trip tickets from Cluj-Napoca to Lisbon with Turkish Airlines. Our flight from Cluj-Napoca to Lisbon (via Istanbul) got cancelled and we were informed by the airline through our travel agent in the evening before departure (we were supposed to take off next morning). We were going on a family holiday (with our 4 year old son). The cancellation wasn't followed by any alternative from the airline, we had to pursue the airline to come up with a solution but they stated that they had none, Turkish refused to transfer our tickets to another available airline, when we said that we would eventually agree to take their next available flight they refused to pay for accommodation (on this flight the stop over would have been 14/15 hrs). Turkish also stated that if we decide to use the return trip with Turkish we wouldn't get any refund at all. Basically we have lost 3 days of our holiday, 2 nights of our already booked and paid accommodation, travel insurance and we have had to pay an extra 1000 euro on a last minute booking for 3 new tickets with another airline. I would not recommend this service to anyone.",negative
233," Very rude customer service for Turkish Airlines at Boston Logan. I was told initially without any explanation your flight after Istanbul is cancelled, so we won't let you on the plane to even get to the connecting flight. They told us we would be rebooked but they didn't even pretend to care. I was told go to JetBlue for your answer. When I asked if he could write some type of note for me to take to JetBlue he said no. He wouldn't even call because “he doesn't have the number” Additionally, first come first serve was thrown out the window when one of the representatives helped someone in the back of the line while ignoring people that got there hours before the person. Also, it's near impossible to adjust trips because nobody comes to the ticketing center until hours later. Horrendous customer support, few answers, little to no explanations. If at all possible don't fly this airline.",negative
234,COVID came and Turkish Airlines promised to keep my ticket valid until March 2022. And they did. Exactly 3 days after they started flying again on 28th of March 2022 - so for the 31 March  they offered me a seat and my option was to get one this flight and no refund. Of course with a 20 day lead and a stay planned another 3 month that was not an option. And my guess is they counted on that.  Their Hotline had repeatedly affirmed a refund or flight. Courtesy was zero. Never again.,negative
235,"Turkish Airlines profited from my fathers death on their plane. My parents were travelling from Istanbul to Sydney with a stopover in Malaysia KL. For unknown (according to Thailand Doctors) reason my father died on the plane and the plane made an emergency landing in Phuket Thailand. They sent my dead father and mother to the hospital by ambulance even though he was dead for a couple of hours. We received one phone call by the hostess to say they were being taken to hospital and confirming my father had died already even though Turkish airlines have in their reports that he died in hospital. I'm guessing to avoid any responsibility. For the next several hours, every family member including grandkids were calling Phuket hospitals trying to find my mother. Imagine your 72 year old mother who has severe asthma, Crohn's disease and has had triple heart by-pass surgery stuck in a foreign country with high humidity with limited English. No thanks to Turkish airlines we tracked down my parents to a hospital ourselves. We are grateful for the Thai people whom were very nice to my mother. They police took her to the hotel across the road which was kind of them. However, my mother who had just lost her husband of nearly 55 years, in complete numbness and shock had to stay 3 nights in Thailand until a negative Covid test came back. That was the earliest I was able to get my mother out of there. Costs - Hotel & food about $300, Covid test $200, Compulsory Insurance during the brief stay $300. Now comes to my father, I received an invoice to the amount around $5,760 which around $2,500 was to go to Turkish Airlines fees to repatriate my father back to Turkey. We asked Turkish airlines to take some responsibility and at least waive their fees. They said no. So family members chipped in and paid the total bill. And even though Turkish airlines is profiting by $2,500, they have not apologised and accepted any responsibility in the way my mother was dumped and treated, not to mention keeping family members in the dark. Believe it or not they are still reviewing whether they get a refund for the unused tickets form KL to Sydney. Currently my father's repatriation flight was due to leave last night but was cancelled apparently due to ""mechanical issues"" so my fathers body is stuck in limbo unknown when next flight will be, even though we had made all the bookings on the receiving end. The costs keep growing and yet no apology from Turkish airlines still.",negative
236," I used to like Turkish Airlines, but now they are not respected. I was supposed to fly Kiev to Las Vegas via Istanbul and now we all know what situation are there. A credit and rebooked this flight in the future and they still take fee from me. Shame on Turkish Airlines - I didn’t cancel my flight because I want you canceled in first place.",negative
237,"Avoid, total scam over price, worst customer service. They cancelled my flight due to weather condition ands said they made it open ticket. When I called to rebook got told I have to pay booking fee of £111 for a ticket they cancel.",negative
239,"I am Nigerian and they sold me a ticket that goes through Singapore, knowing that Nigerian passport holders cannot transit through Singapore. I was at the airport from morning till late at night and I was offered very little assistance, eventually I cancelled the ticket, and they still had the guts to Charge me 115 euros.",negative
240,"A very stressful and awful experience. Travelling out of Canada our connection after reaching Istanbul got delayed by approximately 8 hours. No email, App update, phone call or correspondence for this delay whatsoever. How we came to know about this is the flight update screen at the airport which we thought was glitching as expected time was showing as expected but had another value of time in front of it which was odd so hence we inquired at customer service.  Customer service was the most demeaning, inhumane and stressful experience. We couldn't even make it to the desk before an airline rep pulled us out asked our flight number and without any info about what's going on? what are our options? asked a question to us ""Food? Yes? No?"" I replied just want to understand our flight situation as nothing is updated or conveyed to us. He replied No food? Ok passport? I gave him the passport thinking ok some resolution finally but he took it went behind the desks, vanished there in the back in the kiosk and came back after 15 min. Asked me again, Food? I said  what's up with flight?. So again we got back in the line up so we could talk to a human maybe. Reached a lady finally, nicely asked about what's going on with flight and what are the options, accommodations. Lady said the flight that was at 9 is now in the morning (it took me good long time to get this info) she said no hotel we don't accommodate. Anyways back and forth she got agitated and threatened to call police which Ironically I should be calling as I was being robbed. I stepped back because if this was customer service imagine how police would be. Went to another line again now this time a gentleman, pretty straight forward told me he doesn't deal with that side of the business but can help me give options and the options was a substitute flight that will go to a different city and we need to figure out on our own from there. Which of course we took as I wanted to be out of there ASAP. Every single person in that line up, regardless of my flight or a different destination was extremely frustrated, crying or with hopeless face. So it wasn't just us with our first world problems I guess. On the way back to Canada (from Lahore to Istanbul to Toronto).  Without any notification our morning flight got 8-9 hours delay, we came to know about is due to my previous incoming experience this time I kept checking online status of departures through airports website because as usual Turkish Airline website and app were still showing on time. The Turkish airline office in Lahore does not open at times that displays on their site and there is no local number, agent or helpline to update your ticket when they delayed and messed up all the connections. (and no no email or updated itinerary) Anyways so we reached with all our luggage at airport just in case you never know. They finally open at 5 am instead of 2 am which the site said. Somehow squeezed in and found a number to call. International number, not toll free and the call keeps dropping, my wife successfully got hold of someone and they said they don't have connection to Toronto until Sunday which was after 2 days so either we leave Lahore on the delayed flight and stay Istanbul.",negative
241,"I was originally going to Nairobi on a trip in December. Because of Covid I cancelled my flight. I called the airline and they said I would have to make it an open ticket and call back when I am ready to book. They said it would be no problem. A few months later I called because I had a sudden break in my work schedule and could finally book a vacation. First time i called I was in the middle of the reservation and the call got disconnected. I called back to make the reservation and they said that it looked like I was a ""no show"" on the flight. I knew that was untrue. The agent said i needed to make a feedback request, I did and it did report an ""irregularity"" in the system. So then I was feeling hopeful I called to book. I cannot even tell you how many times I have had to call. A few times ""The system was down"" Then when I called back (each time I would get a different agent) they would say I cannot book this ticket because your name was wrong. My last name was written twice on reservation. They said please make a feedback request and they will change your name then you can book, so I did that. The feedback online sent to me via email was that they cannot change my name and i have to make a new reservation to do so. So I called back to make the reservation and asked them to please correct the name they said sure, we will forward the call to the feedback department. Feedback department said no sorry we cannot help you you need to do this online. So I booked the reservation on phone. She said just make a feedback online to change name. She refunded me $500 because new ticket was less. So again I made a feedback online, they wrote me back today saying You have to book your route again with the new name. Well how can i do that now that I have already paid for the flight! They said you can call us back or book online. Well I tried to book online and it asks for hundreds of dollars (asking like it is a new flight), so then I call. I spoke to someone, she did not even say hold on she just said okay I'll help you, she transferred me to another agent. That person said okay I will help and then never came back on the line! This is absurd. Now I have a reservation to fly from SFO on March 1st, but I probably cannot take the flight because my name is wrong on the ticket and no one will help me. This is the worst customer service of my life and I am really really stressed over a vacation.",negative
242," Please do not choose Turkish Airlines. From ground staff to cabin crew, it feels like they are forced to work.  If you complain about their staff to them, they will tell you that they are working perfectly fine and there is absolutely nothing wrong with them, I have never seen a more delusional company with such a wrong perspective about themselves. ",negative
243,"My wife was supposed to fly from Sochi to Chisinau, with a change in Istanbul. We bought round trip tickets. Arriving at the check-in desk, she was refused to let on the flight by staff members saying that she did not have proof of a negative COVID-19 test. Although she had. The employee tried to explain to us that the customs service of the Republic of Moldova would not let her pass with these documents. Because of this, we needed to buy new tickets from another airline and with the same documents that we had, we successfully reached Moldova. We contacted the airline several times explaining the situation and providing proof that we were right. But no one even considered our appeal, answering with standard forms. As a result, we were not even able to use return tickets, as we ""didn't show up"" on the first flight. Poor service, I do not recommend!",negative
244,"I have booked a flight LED-NCE with my miles. A week before my flight I called customer service to change the destination airport to LHR without changing the date. I was advised by two different representatives that to make this change will cost me USD25. I agreed to the change while on the call and then the call disconnected. I called back and spoke to another representative who told me that the actual cost of my flight change will be approx USD140. I said on this case I well not change my flight and leave it is it was originally. She said she can't leave it as it is because the change has already been made and I have to go to an office to resolve this. I couldn't get hold of an office so I called back to customer service where they told me I have to create a feedback form on their website and quote the number. So I did. Then I spoke to someone in another department who asked me a few more questions and they advised I should hear back within 48 hours. After 72 hours have passed I haven't heard back so I called again only to find out nothing has been done. I spoke to 5 different representative, some of which were extremely rude, but all I got was they would send an emergency note on my case and I will hear back from them. Now it's 3 days before my supposed flight but I don't have a ticket, I don't know where I'm flying to or if I'm flying at all. They keep telling me they will get back to me ASAP but I can't afford to know last minute as I have to plan my travels.",negative
245,Very disorganized airline. Unresponsive ground staff and crew. Crew are not kind and cooperative. I also had baggage issue and my baggage came 72 hours later. With no notice it was left behind the door and when I got home was completely wet. Do not recommend Turkish Airlines.,negative
247,"My flight had a connection in Istanbul, however due to weather condition our flight was diverted to Antalya airport and thats where everything started, no staff on the ground to explain what to do next, where to go or how it would be handled. Had to run around airport asking people what to do. Had to purchase visas to enter the country. After going outside looking for the transfer bus to go to hotel and finding out there was not enough busses or wait (no one knew how long in pretty cold weather) had to get taxi to take me to the hotel. In the hotel trying to call Turkish Airlines was also unreal, due to amount of people calling trying. I had to call some number in the US to get my flight changed. I had 800$ cash on me for a week at my final destination, however after I landed only had 160$ left, since had to pay for my transportation to and from hotel as well as transportation from the airport to my final place since all my arrangements got cancelled due to the delays and no show.",negative
249,"I had the worst experience ever had in my travel history with Turkish Airlines. The airline emailed me a day before to tell my flight was cancelled. Right after I received an email, I called the customer service to verify my flight. But the customer service representative keep telling me my flight is not cancelled and scheduled on time for next 12 hours. 12 hours before my flight, the customer service representative (after hours of time spent in phone calls) told my flight was cancelled and I am compelled to buy another expensive ticket from Qatar Airways. And Turkish airlines do not pay for my ticket value. This is the worst ever airline I have ever flew among all international flights I flew. Never recommend anyone to fly with Turkish Airlines.",negative
250,"Got charged 40 Euro per head to desk check-in, even though the website was unavailable. on the flight from Tirana to Madrid i made the check in on line and everything was ok. But from Madrid to Tirana i tried all day long all the day before but there was something wrong with the website. And paid 120 Euro for 3 persons with the hope that they will reimburse it to me.",negative
251," The flight was good. In all together the cabin crew was very nice, we arrived early and there was no delay in our trip. I found the seats a little bit uncomfortable, but thats acceptable for a low cost airline. The foods and drinks were a little too expensive.",positive
252," Terrible experience for the first flight with Wizz Air. It has been now the fourth time of delay, terrible, due to lack of cabin attendants. Never consider to fly with this airline again.",negative
253,"In August 2021 my friend and I went to Budapest from Eindhoven NL. On the return date, we were denied to board the plane because it was overbooked. My friend received compensation for this, whereas mine got rejected. We submitted the exact same claim! I have submitted multiple complaints about this, but I am not getting any response. It seems like they are deliberately ignoring me so that I cannot use their final answer to start a procedure via the ECC.",negative
254,"Our outbound flight from Gatwick to Naples was delayed by nearly 3 hours because they oversold the tickets for the flight and then couldn't figure out which passengers should sit where. Then on our return flight, we arrived at the airport to find out our flight was going to be delayed again. Then we were sat nearby our departure gate for over an hour and the flight was never announced. Many other flights were announced but not Wizz Air. They also did not check for missing passengers and because of this we missed our flight. I will never fly with Wizz Air again and strongly recommend you do the same. Even if they are the cheapest, it is not worth the stress. I will happily pay much more to fly with a different airline.",negative
255,"I needed to check in online two different Bookings. I used the WIZZ APP. By one of the bookings, it was ok. By the second booking, I went all through the check in and I had a problem with the Seats Payment. The WIZZ App didn't allow me to start again and pay for the seats. I even received an e-mail about the seats to pay. When I got at the Airport, they said that I didn't do the check in and I needed to pay 40 dollars for each person. I was very upset, because I did the check in in the APP, I just had problem with the Seats and the App could not retrieve my booking. They ask us to do check in online, the App did not work well and I paid the price. I wrote a complain to the WIZZ Air, but they didn't take serious. They said that it was my fault, that I did wrong. Not recommend Wizz Air. If they ask for Check in Online, they need to offer a good App.",negative
257,I flew with Wizz Air yesterday (19/03/22) and the crew were amazing. I was feeling anxious about flying and the whole crew was so supportive and helped me a lot. They were making sure during the whole flight that I was feeling okay and checking up on me. Thank you all so much!,positive
258,I am absolutely disgusted at how Wizz Air are operating and treating customers. Wizz Air have changed our flight 3 times and this final time we cannot make the flight time due to other commitments - but Wizz Air won’t allow us to book another flight without an extortionate fee and if we try to cancel the flight to get a refund they are charging us more than the flights actually cost. How is this reasonable or acceptable. Wizz Air charge your existing customer 1.50 a minute and the wait time is over 15 mins. The live chat bot is pointless and of no help. Wizz Air should be thoroughly ashamed of yourselves and your clear disregard for your customers. I will be raising a complaint and shouting about this from the rooftops.,negative
259,"Believe the bad reviews. Boarding for the flight took place in a small room. Despite being in the middle of a global pandemic, few passengers and none of the gate staff wore masks. Passengers were advised they would have to put on masks on the plane. Then, at the point at which we should have boarded, the gate agent came back into the room and informed passengers (maskless of course and expelling aerosols over everyone) that the ground crew would not be able to load the plane and that any passengers with checked bags would not get them in Milan. These passengers could decide not to travel or follow up the missing bags later. We then boarded to be held on the ground for 2 hours while they attempted to resolve what transpired to me a wildcat strike by ground staff. The announcements from the cockpit were few and far between and refused to take any responsibility for the situation or suggest any attempts to mitigate it. The cabin crew did not nothing to police mask wearing among the passengers, with people sneezing and coughing all over the cabin while not wearing masks. Indeed, the crew were rather casual in mask wearing themselves, with the purser frequently pulling hers down. We eventually left and arrived two hours late. Upon arrival into Milan, we were all piled into a crowded bus, again with no checking of mask wearing. Admittedly, the crew did offer free water and a small snack to apologize for the delay. But the whole situation was handled really badly. Given the clear lack of respect for our safety I will definitely avoid this airline in future.",negative
260," Had a flight that was cancelled for no apparent reason, and no justification was given. I was refunded, but only partial, when it should have been a full refund. Tried to contact them but all agents are always busy, and over the phone is super expensive, so I am not going to give them a call. Totally avoiding this scam company from now on.",negative
261,"As it was for a couple of days I took just hand luggage, no problem leaving Luton but coming back from Venice the booking area insisted it was too large for hand luggage and should go into the hold. Not a nice person so insisted a fee of 32 euros was paid. I have never flown budget airlines and I will never use a company like this again. I never booked this trip so could not believe how bad they are. A Hungarian company, making money by illegal ways.",negative
262,"Paid £17.99 for a flight to Greece. Saw all of the horrible reviews and expected the worst, but I was pleasantly surprised. The flight departed on time, cabin was clean, crew were friendly and attentive. Seats weren’t the most comfortable, and I think anything more than 3 hours might be quite painful. Crew not pushy with inflight sales like on Ryanair which was nice to see. Would fly again, maybe I got lucky, but nothing wrong with my experience with Wizz.",positive
263,"I booked a holiday to the Ukraine as part of a package through a tour operator, this included flights with Wizz Air. Four days before we were due to fly out, the tour operator cancelled the holiday due to the current situation and the country not being safe. At the time we were due to fly the UK Government had advised against non-essential travel to the Ukraine and that all UK nationals, including members of the Embassy were advised to return to the UK. I spoke to Wizz Air regarding a refund for my seats and baggage which I paid for directly with them (as I had already checked into my flight), but they ignorantly replied saying it was my choice not to board the flight, so tough, no refund. This is a loss of over £100 to myself due to their total lack of understand of the current situation. There was no remorse for the people suffering in the Ukraine right now, no lack of understanding as to why the tour operator cancelled my holiday, just a straight ""no"", you cannot have my money back. It is absolutely outrageous that Wizz Air has taken the stance not to provide me with this refund. And clearly shows their utter lack of concern for the current situation which is happening in the Ukraine. This company is a disgrace.",negative
265,"I booked the flight via a 3rd party website and then attempted to log in. I tried on the 3rd party website, Wizz air website and Wizz air app. It would not let me, and requested I go to the desk upon arrival. When I arrived they stated that 3rd parties are responsible for sharing check in details, and if I book anywhere other than the Wizz air website that I will always have to check in at the airport on the day. This meant they charged me two additional charges equating to 72 GBP for the service of checking me in and printing my ticket which equated to the cost of the flight! This happened to multiple people before and after me. I have since raised this with the 3rd party and correct authorities and it is indeed malpractice used to cut out comparison sites and extract money from consumers by concealing costs and entrapping them into paying it or missing the flight (pressure tactics).",negative
268,"I had to pay extra 40 euro at airport for check in. I tried to check in online in advance for free as their site promises that it works, but I couldn't finish my check in because free seats were finished. I wanted to buy a seat for to finish the check in, but even then I couldn't finish the check in because of some technical errors of their site. In reality this is how they work, they block you for finishing the online check in for free for to take more money from you at airport. Many other passengers from that flight had the same problem. I don't recommend Wizz Air, they attract people with cheap prices, but in reality you pay for all kind of fees and unexpected errors they create. It's better to buy from a honest company who tells you straight how much it costs without scamming you and deceived you. Reading other people's reviews I see that Wizz Air is a very unreliable company. Some people have much more terrible experience with them.",negative
269,"Booked through an Agent to go to Iceland, outbound flight only from London. One day after booking they changed the flight by 2 days. Originally, it was Thursday 17:50 and it was changed to Saturday 05:50. Ridiculous change. Considering it was a meant to be a long weekend (Thurs-Mon) this was a totally unacceptable change. I tried to contact them. Their online Agent service was perpetually busy so couldn't get though. I went to call and notice they have allocated call centres per country which charge rather extortionate rates so wasn't willing to call them. Found a local number which I called and I was transferred to an extremely rude, snappy and impatient agent. She informed me that I needed to obtain the email address and phone number of the travel agent in order to proceed with any refund. I provided what information Google had which wasn't satisfactory to them. They suggested I contact them to find this out. Again, absoultey ridiculous considering they changed my flight. I eventually call back after contacting Trip directly, who were unable to provide this information. Again I was transferred to an extremely rude agent who again didn't provide any sort of refund or alternative solution. I hung up frustrated and managed to resolve the issue with my booking agent, who will make the refund request themselves. Extremely budget airline with no operational management skills, with obvious contempt and disregard for the customer. Likely all manner of profits go into the pockets of their investors and shareholders as the overall quality of this business is abysmal.",negative
270,"I couldn't even fly with Wizz Air because I couldn't book the tickets. They started off at £60pp. Having tried 4 times with 3 different booking services, I gave up and booked a train. Lastminute.com tried to book it twice, took payment then said they couldn't and are sending a refund. MyTrip tried to get the payment to go through twice, couldn't. The price was supposed to be £60pp. By the time I gave up, it had gone up to over £90pp. Each time, I got part of the way through booking before being informed that the price had gone up. I'm taking the train instead. It costs a bit more but at least I know I can actually get back from France. Hearing the horror stories of people who actually got their booking to go through, I'm glad it failed.",negative
271,"What a terrible flight experience. Check-in issues occurred online, due to ""website technical difficulties"", forcing passengers to do it on-site. Moreover, this company is surprisingly waiting for the very last second before letting the passengers get on board, in a totally rushed and disorganized manner. Unbelievable. To make things even worse, there was absolutely no guidance from any crew member resulting in passengers getting stuck for several minutes standing in the plane's main way not knowing where to put their luggage, in Covid19 times. Unreal. Better pay 10% more and get a decently organized crew team. Or go to another low-cost company. Is it needed to mention, the flight is way late on schedule. Never again.",negative
272,"Worst airline I’ve ever flown. Going out to Lanzarote the flight was delayed. The seats were awful and uncomfortable, it felt like they strapped a bit of plastic over a metal seat, never have I seen a seat with seams which run down both length of your legs which after a 4 hour flight just made indents into the backs of your legs, just to make it that more bit uncomfortable. Flight delayed both ways. On return they ran out of all food apart from Pringles. When asked they said it was because the previous flight ate all the food? (I thought the delay was because they were restocking?! No. Empty. Never flying with wizz air again.",negative
274," I don’t write reviews often but Wizz air flights are mostly late at least in my experience flying from Vilnius to UK. Today it means I will miss my booked PCR test appointment and other arrangements which will make me non compliant with regulations or not able to go to work, given that such delay is occurring very often. I think  this airline has to be highlighted as poor quality and unreliable so customers could make informed choices when possible and fly alternative choices to more reliable airlines",negative
275,"I understand that they have to make money in other ways since some flights are cheap, but that's just ridiculous. Before my flight, I had to make the check-in online for my father. At the point where you have to put some contact information, like email and phone number. Every email we put didn't work, saying that he email is already on another passenger, which is impossible since my father was travelling alone. After a few minutes, we read that this information was not mandatory, but we could not go further. After a while, we saw that, somehow, my father's 2nd name wasn't displaying. We tried to change it. BAM €92 for the change even though the first time was free, as it was written on top. After that we tried to call the customer service, which is €1.22/min and since everyone, these days, is using unlimited calls and data, we could not call anyone. They have no email either. To close it up, my father has to wait till the departure day and do the check-in at the airport, paying, again, €11. Will never fly with Wizz Air ever again.",negative
276,"From the start when entering the airport, there was a massive queue even though we purchased priority and my wife was pregnant, we were in the same queue as there was nothing organised on the floor and checking desk staff did not even care. The queue reached the entrance of the airport and still no one was doing anything about it. Going through the border was a total chaos, no proper signs, no social distancing at the time and they put us all in one very small room which pushed people to be nervous and kids crying and air con was not working at all so everyone was sweating. When the gate was open, they did not even make the same announcement in English so everyone rushed like crazy not knowing who had priority and elderly and families were struggling...the whole situation make my wife faint and sick throwing up and guess what it happened next to a Wizz Air agent who did not even bother to check on her or call for help or even ask people to make some space for her to breathe. We reached our destination and then we waited over an hour to collect our luggage, we complained to them, they said that their staff in Belgrade are subcontractors. That made me sick to the core to read that...all in all a really bad experience and we will not be using them again.",negative
277,"They are cheap but they use people to pay extra. I didn't make the check in online because I thought it's covid and you need to make the check in at the airport and in anyway I needed to leave my bag at the check-in. They tell me that I need to pay 40 euro for checking per person so I had to pay 80 euro only for check-in. I was asking why you make me pay like this, the employee was so rude telling me with a loud voice either you pay or you go back to your home - so rude.",negative
278,"Awful customer service. Awful communication and lots of hidden costs. For my return flight from Warsaw to Paris, WizzAir app wouldn't allow me to complete online check-in the day before, nor the same day, hours before the flight. I thought it was something related to Covid regulations, so I went to the airport as early as possible, and I had to pay 35 euros to do a check-in at the airport. That is, after I paid already for priority boarding at 42 euros, on top of my ticket price. Then upon emailing their customer service about the situation, with photos of receipts and boarding pass, they denied me a reimbursement, citing it was my responsibility to do the check-in before, whereas it was theirs to provide me access to the check-in. Also, their aircrafts are very uncomfortable, noisy, and they feel unsafe. And their flight attendants tend to be a little rough and prosaic. They have lost my clientèle for ever, and I will change destinations if I have to, just to not fly with them ever again.",negative
280," Their app is sophisticated and tricky. I had to change flight and did not see that they automatically changed my departure date. Long story short I had to reschedule flight and their ""changing fee"" was basically buying a new flight. Customer service is really bad.",negative
281,The worst airline ever. They charged for check 36 pounds in the airport although it was not possible to do it via internet. You have to wait hours in the queue to take your passport card either you have done check in via internet or not. I chose a flight at noon which was more expensive but out of the blue they changed it and put it at 7.00 am. I booked it for cheaper but lastly it costed a lot lot more. Do not book with it.,negative
